lat,long
45.819973,16.019351
45.819928,16.019195
45.81988,16.019043
45.819838,16.018891
45.819781,16.018738
45.819751,16.018586
45.819731,16.018443
45.819708,16.018304
45.819686,16.018166
45.819666,16.018034
45.819643,16.017913
45.819613,16.017789
45.819584,16.01766
45.819558,16.017533
45.819529,16.017411
45.819496,16.017288
45.819461,16.017156
45.819428,16.017028
45.819399,16.016906
45.819373,16.016781
45.819349,16.016676
45.819331,16.016571
45.819311,16.016456
45.819295,16.016349
45.819278,16.016249
45.819261,16.016156
45.81924,16.016076
45.819214,16.016001
45.819206,16.015906
45.819189,16.015814
45.819169,16.015725
45.819144,16.015646
45.81912,16.015581
45.819105,16.015524
45.819078,16.015473
45.819058,16.015411
45.819044,16.015356
45.819035,16.015306
45.819016,16.015256
45.819005,16.015211
45.818998,16.015168
45.818985,16.015123
45.818973,16.015079
45.818953,16.015023
45.818923,16.014954
45.818908,16.014888
45.818893,16.014828
45.818879,16.014766
45.818868,16.014713
45.818855,16.014639
45.818839,16.014544
45.818823,16.014455
45.818793,16.014349
45.818766,16.014241
45.818728,16.014111
45.818706,16.014001
45.81869,16.013908
45.81867,16.013811
45.818636,16.013691
45.818611,16.013586
45.818586,16.013489
45.818564,16.013404
45.818548,16.013311
45.818535,16.013228
45.818516,16.013154
45.818496,16.01306
45.818471,16.012978
45.818439,16.012896
45.81842,16.01285
45.81841,16.012805
45.81841,16.012765
45.818418,16.01273
45.818416,16.012688
45.818413,16.012643
45.818414,16.012598
45.818411,16.01256
45.818405,16.012508
45.818398,16.01246
45.818396,16.012411
45.818396,16.01237
45.818396,16.012325
45.818401,16.012294
45.818408,16.012273
45.818408,16.01227
45.81841,16.012265
45.81841,16.012265
45.81841,16.012265
45.81841,16.012263
45.818411,16.012263
45.818411,16.012261
45.818411,16.012261
45.818413,16.012259
45.818413,16.012259
45.81842,16.012253
45.818421,16.012253
45.818421,16.012251
45.818421,16.012251
45.818423,16.012251
45.818423,16.01225
45.818425,16.01225
45.818425,16.012248
45.818426,16.012248
45.818426,16.012248
45.818443,16.012233
45.818503,16.012163
45.818493,16.012091
45.81847,16.012036
45.818451,16.011956
45.818453,16.011841
45.818439,16.011733
45.818425,16.011646
45.818416,16.011545
45.818396,16.011431
45.818383,16.011311
45.818368,16.011179
45.818349,16.011063
45.818326,16.010936
45.818296,16.010775
45.818268,16.010643
45.818248,16.010518
45.818214,16.010375
45.818185,16.010243
45.81815,16.010114
45.818106,16.009988
